# logged on Tue Apr 28 09:38:20 2026
#
# Rotor commands low-pass filter cut-off frequency
# { fc 0 }
# IMU calibration (0°C average)
# gscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# gbias {
#  0                    0  1                    0  2                    0
# }
# gstddev {
#  0                 0.01  1                 0.01  2                 0.01
# }
# ascale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# abias {
#  0                    0  1                    0  2                    0
# }
# astddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
# mscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# mbias {
#  0                    0  1                    0  2                    0
# }
# mstddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
#
# IMU low-pass filter cutoff frequencies
# gfc { x 20  y 20  z 20 }
# afc { x 5  y 5  z 5 }
# mfc { x 0  y 0  z 0 }
#
# sensor rate
# { imu 1000 mag 0 motor 20 battery 1 }
ts imu_rate mag_rate motor_rate bat imu_temp imu_wx imu_wy imu_wz raw_wx raw_wy raw_wz imu_ax imu_ay imu_az raw_ax raw_ay raw_az mag_x mag_y mag_z raw_mx raw_my raw_mz cmd_v0 cmd_v1 cmd_v2 cmd_v3 cmd_v4 cmd_v5 cmd_v6 cmd_v7 meas_v0 thro0 cons0 meas_v1 thro1 cons1 meas_v2 thro2 cons2 meas_v3 thro3 cons3 meas_v4 thro4 cons4 meas_v5 thro5 cons5 meas_v6 thro6 cons6 meas_v7 thro7 cons7 clk0 clk1 clk2 clk3 clk4 clk5 clk6 clk7
1777369100.330218000  9.98248 0 11.7042  16  nan  -0.000293826 -0.00184487 0.00222265  0.00106526 -0.00213053 0.00319579  -0.00699621 0.00233064 9.80189  0.00479004 0.0167651 9.78365  nan nan nan  nan nan nan  - - - - - - - - 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan 0 0 0 0 0 0 0 0
1777369102.877173000  1032.91 0 20.7032  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.878198000  1032.91 0 20.7032  -  -  - - -  - - -  - - -  - - -  - - -  - - -  37.6344 40.9886 58.2203 57.0557 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.879191000  1032.91 0 20.7032  -  -  - - -  - - -  - - -  - - -  - - -  - - -  37.6551 41.0113 58.2525 57.0872 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.880189000  1032.91 0 20.7032  -  -  - - -  - - -  - - -  - - -  - - -  - - -  37.7289 41.1215 58.2514 57.0526 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.882147000  1027.03 0 20.7479  -  nan  -0.258204 0.146972 0.000358212  -0.259925 0.146474 -0.000532632  -0.000921068 -0.00942012 10.061  0.0981958 0.179626 10.5213  - - -  - - -  37.6882 40.9988 58.3345 57.1939 - - - - 37.7358 20.9189 2.343 40.9802 23.1672 2.928 58.6441 31.7693 3.063 57.0972 38.1232 7.781 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.884231000  1036.33 0 20.7479  -  nan  -0.258567 0.146867 0.000170415  -0.259925 0.146474 -0.000532632  0.00502498 0.00192084 10.0886  0.0981958 0.179626 10.5213  - - -  - - -  37.6157 40.9225 58.4095 57.3123 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.884517000  1036.33 0 20.7479  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.888571000  1034.75 0 20.7479  -  nan  -0.250624 0.141797 -2.86964e-06  -0.224771 0.126766 0.000532632  -0.0204856 -0.0436255 10.0128  -0.289797 -0.546064 9.19927  - - -  - - -  37.5901 40.8799 58.5102 57.4316 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.889212000  1034.26 0 20.7479  -  nan  -0.250473 0.142557 0.00154342  -0.249272 0.148604 0.0138484  -0.0160683 -0.0598047 10.0328  0.124541 -0.574805 10.6722  - - -  - - -  37.6107 40.9024 58.5423 57.4632 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.890204000  1034.02 0 20.7479  -  nan  -0.250339 0.143232 0.0029171  -0.249272 0.148604 0.0138484  -0.0117854 -0.0754911 10.0523  0.124541 -0.574805 10.6722  - - -  - - -  37.6314 40.9249 58.5745 57.4948 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.891201000  1033.45 0 20.7479  -  nan  -0.251349 0.144129 0.00253199  -0.259392 0.151268 -0.000532632  -0.013615 -0.0518174 10.0537  -0.0718506 0.701741 10.0974  - - -  - - -  37.6179 40.9416 58.5909 57.5685 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.892376000  1032.95 0 20.7479  -  nan  -0.251534 0.144391 0.00224933  -0.253 0.146474 0  -0.0197658 -0.0624217 10.0355  -0.215552 -0.399968 9.45554  - - -  - - -  37.6386 40.964 58.6231 57.6001 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.895082000  1036.94 0 20.7479  -  nan  -0.251697 0.144624 0.00199822  -0.253 0.146474 0  -0.0257292 -0.0727031 10.0178  -0.215552 -0.399968 9.45554  - - -  - - -  37.7168 40.975 58.6145 57.6276 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369102.896188000  1031.88 0 20.7479  -  nan  -0.250416 0.1437 0.00201299  -0.240217 0.136354 0.00213053  -0.0307815 -0.0814311 10.002  -0.191602 -0.359253 9.49865  - - -  - - -  37.7994 41.0744 58.658 57.6481 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.900022000  1026.67 0 20.7479  -  nan  -0.247367 0.141504 0.00204813  -0.240217 0.136354 0.00213053  -0.0450337 -0.106052 9.95739  -0.191602 -0.359253 9.49865  - - -  - - -  37.8201 41.0969 58.6901 57.6797 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.900176000  1026.67 0 20.7479  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.901191000  1026.67 0 20.7479  -  nan  -0.246569 0.140929 0.00205732  -0.240217 0.136354 0.00213053  -0.049498 -0.113764 9.94342  -0.191602 -0.359253 9.49865  - - -  - - -  37.8615 41.1419 58.7544 57.7429 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.902178000  1035.68 0 20.7479  -  nan  -0.248298 0.142381 0.00105467  -0.262055 0.153931 -0.00692422  -0.0505436 -0.103223 9.95934  -0.0838257 0.232317 10.4662  - - -  - - -  37.9655 41.2872 58.7401 57.6829 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.903198000  1035.26 0 20.7479  -  nan  -0.249834 0.14367 0.000163943  -0.262055 0.153931 -0.00692422  -0.0515574 -0.093003 9.97478  -0.0838257 0.232317 10.4662  - - -  - - -  38.0029 41.2289 58.7837 57.7738 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.906497000  1043.36 0 20.7479  -  nan  -0.25387 0.147517 0.000129383  -0.268979 0.16192 0  -0.0440104 -0.0996363 9.98573  0.0742456 -0.203577 10.1573  - - -  - - -  38.053 41.2861 58.8088 57.7728 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.906580000  1043.36 0 20.7479  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.907189000  1039.26 0 20.7479  -  nan  -0.261086 0.151742 0.000887926  -0.318514 0.185356 0.00692422  -0.0355208 -0.0938294 10.02  0.234712 0.0910107 11.1105  - - -  - - -  38.1514 41.3957 58.849 57.7801 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.908190000  1036.17 0 20.7479  -  nan  -0.26833 0.155494 0.000788802  -0.325971 0.185356 0  -0.0395454 -0.0898042 10.0167  -0.167651 0.0383203 9.91299  - - -  - - -  38.1722 41.4183 58.8811 57.8117 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.909304000  1035.82 0 20.7479  -  nan  -0.274764 0.158828 0.000700744  -0.325971 0.185356 0  -0.0434474 -0.0859017 10.0136  -0.167651 0.0383203 9.91299  - - -  - - -  38.3514 41.6597 58.8039 57.6899 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.910242000  1035.31 0 20.7479  -  nan  -0.280481 0.161789 0.000622516  -0.325971 0.185356 0  -0.0472305 -0.082118 10.0105  -0.167651 0.0383203 9.91299  - - -  - - -  38.4397 41.7966 58.7935 57.6381 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.911198000  1035.31 0 20.7479  -  -  - - -  - - -  - - -  - - -  - - -  - - -  38.5297 41.9364 58.783 57.5836 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.912200000  1040.61 0 20.7479  -  nan  -0.282408 0.162577 0.000731403  -0.297741 0.168844 0.0015979  -0.0565155 -0.0969789 9.98551  -0.352068 -0.570015 9.18969  - - -  - - -  38.5507 41.9592 58.815 57.6149 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.914258000  1041.34 0 20.7479  -  nan  -0.282395 0.162504 0.000471371  -0.282295 0.16192 -0.0015979  -0.062308 -0.108469 9.96885  -0.246687 -0.474214 9.43877  - - -  - - -  38.7359 42.1833 58.7712 57.5285 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.917194000  1041.34 0 20.7479  -  -  - - -  - - -  - - -  - - -  - - -  - - -  38.7569 42.2063 58.8032 57.5598 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369102.921250000  1039.66 0 20.7479  -  nan  -0.292209 0.168292 0.000933698  -0.338221 0.195476 0.00692422  -0.0599473 -0.105333 9.9845  -0.0359253 -0.0502954 10.2627  - - -  - - -  38.9425 42.4513 58.8806 57.575 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.922198000  1039.66 0 20.7479  -  -  - - -  - - -  - - -  - - -  - - -  - - -  38.9764 42.4942 58.9056 57.5922 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.923235000  1039.81 0 20.7479  -  nan  -0.300676 0.173408 0.00172137  -0.368049 0.214118 0.00798948  -0.0536714 -0.112119 10.0111  0.146096 -0.328118 10.859  - - -  - - -  39.1 42.6886 58.866 57.5045 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.924282000  1039.27 0 20.7479  -  nan  -0.308197 0.177953 0.00242111  -0.368049 0.214118 0.00798948  -0.0475867 -0.118698 10.037  0.146096 -0.328118 10.859  - - -  - - -  39.1406 42.7418 58.8873 57.5143 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.925186000  1039.04 0 20.7479  -  nan  -0.317554 0.182941 0.00238867  -0.392017 0.22264 0.00213053  -0.0481798 -0.100711 10.0429  -0.0670605 0.471819 10.2315  - - -  - - -  39.1887 42.8522 58.874 57.4943 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.926165000  1038.93 0 20.7479  -  nan  -0.325867 0.187373 0.00235986  -0.392017 0.22264 0.00213053  -0.0487549 -0.0832725 10.0486  -0.0670605 0.471819 10.2315  - - -  - - -  39.2836 43.0046 58.8462 57.4382 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.933530000  1038.93 0 20.7479  -  -  - - -  - - -  - - -  - - -  - - -  - - -  39.3049 43.0279 58.8781 57.4693 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.934350000  1038.13 0 20.7479  -  nan  -0.332479 0.191013 0.00221533  -0.385093 0.219977 0.00106526  -0.0536895 -0.0933565 10.0342  -0.210762 -0.414338 9.57529  - - -  - - -  39.3261 43.0511 58.9099 57.5003 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.935215000  1042.46 0 20.0552  -  nan  -0.337044 0.193592 0.00244371  -0.373375 0.214118 0.00426106  -0.058036 -0.103425 10.0211  -0.196392 -0.423918 9.60403  - - -  - - -  39.6493 43.6537 58.7437 57.0671 - - - - 39.2249 21.4076 1.304 42.9 14.956 61.612 58.6441 32.5513 2.979 57.6502 28.5435 1.281 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.936182000  1049.84 0 20.0552  -  nan  -0.3411 0.195884 0.00264659  -0.373375 0.214118 0.00426106  -0.0622502 -0.113187 10.0084  -0.196392 -0.423918 9.60403  - - -  - - -  39.8163 43.9159 58.6822 56.9209 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.937219000  1049.84 0 20.0552  -  -  - - -  - - -  - - -  - - -  - - -  - - -  39.8378 43.9396 58.7138 56.9517 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.938208000  1044.75 0 20.0552  -  nan  -0.344703 0.197919 0.00282682  -0.373375 0.214118 0.00426106  -0.066336 -0.122652 9.99609  -0.196392 -0.423918 9.60403  - - -  - - -  39.9123 44.0525 58.7094 56.9189 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.939204000  1044.3 0 20.0552  16  nan  -0.347904 0.199728 0.00298693  -0.373375 0.214118 0.00426106  -0.0702974 -0.131828 9.98415  -0.196392 -0.423918 9.60403  - - -  - - -  39.9944 44.1751 58.7023 56.8781 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.940206000  1043.82 0 20.0552  -  nan  -0.350747 0.201334 0.00312917  -0.373375 0.214118 0.00426106  -0.0741381 -0.140725 9.97257  -0.196392 -0.423918 9.60403  - - -  - - -  40.0599 44.2719 58.7046 56.8565 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.941181000  1043.37 0 20.0552  -  nan  -0.353273 0.202761 0.00325553  -0.373375 0.214118 0.00426106  -0.0778618 -0.14935 9.96135  -0.196392 -0.423918 9.60403  - - -  - - -  40.0815 44.2957 58.7362 56.8871 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.942210000  1042.96 0 20.0552  -  nan  -0.354447 0.203732 0.00295156  -0.363788 0.211455 0.000532632  -0.0833688 -0.160559 9.94579  -0.258662 -0.517324 9.45075  - - -  - - -  40.1459 44.3904 58.7395 56.8671 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.943479000  1042.52 0 20.0552  -  nan  -0.35549 0.204594 0.00268152  -0.363788 0.211455 0.000532632  -0.0887081 -0.171425 9.93071  -0.258662 -0.517324 9.45075  - - -  - - -  40.2249 44.378 58.7298 56.9322 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.944208000  1042.07 0 20.0552  -  nan  -0.356416 0.20536 0.00244163  -0.363788 0.211455 0.000532632  -0.0938847 -0.181961 9.91609  -0.258662 -0.517324 9.45075  - - -  - - -  40.2995 44.4563 58.7369 56.9157 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.945221000  1041.17 0 20.0552  -  nan  -0.357239 0.20604 0.00222852  -0.363788 0.211455 0.000532632  -0.0989037 -0.192176 9.90192  -0.258662 -0.517324 9.45075  - - -  - - -  40.3212 44.4801 58.7685 56.9463 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.946205000  1041.33 0 20.0552  -  nan  -0.357197 0.205218 0.00192028  -0.356864 0.198672 -0.000532632  -0.105302 -0.201496 9.88818  -0.308958 -0.498164 9.45075  - - -  - - -  40.3429 44.504 58.8001 56.9769 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.947207000  1040.9 0 20.0552  -  nan  -0.35716 0.204487 0.00164644  -0.356864 0.198672 -0.000532632  -0.111505 -0.210532 9.87485  -0.308958 -0.498164 9.45075  - - -  - - -  40.4353 44.6091 58.7997 56.9433 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.948205000  1039.91 0 20.0552  -  nan  -0.357127 0.203838 0.00140318  -0.356864 0.198672 -0.000532632  -0.117519 -0.219293 9.86194  -0.308958 -0.498164 9.45075  - - -  - - -  40.4844 44.6857 58.8311 56.9301 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369102.950189000  1042.17 0 20.0552  -  nan  -0.3612 0.206032 -0.00125664  -0.391485 0.22051 -0.00319579  -0.112796 -0.211139 9.88912  0.00718506 -0.816702 10.4471  - - -  - - -  40.5836 44.7677 58.901 56.9338 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.952732000  1042.9 0 20.0552  -  nan  -0.363273 0.206637 -0.00117582  -0.379767 0.211455 -0.000532632  -0.11848 -0.21959 9.87657  -0.299377 -0.488584 9.47709  - - -  - - -  40.6054 44.7917 58.9326 56.9642 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.958661000  1037.31 0 20.0552  -  nan  -0.36607 0.207404 0.0026095  -0.369647 0.208259 0.0165116  -0.132212 -0.30636 9.84188  -0.261057 -1.5376 9.48907  - - -  - - -  40.8613 45.111 58.8723 56.8006 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.959193000  1037.31 0 20.0552  -  nan  -0.366469 0.207499 0.00416146  -0.369647 0.208259 0.0165116  -0.136137 -0.343862 9.83114  -0.261057 -1.5376 9.48907  - - -  - - -  40.9015 45.1618 58.895 56.8126 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.960174000  1042.06 0 20.0552  -  nan  -0.366646 0.208 0.00387528  -0.368049 0.211988 0.0015979  -0.137388 -0.310409 9.83487  -0.177231 0.754431 9.9537  - - -  - - -  40.9357 45.2576 58.8993 56.8172 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.963244000  1038.05 0 20.0552  -  nan  -0.363461 0.207044 0.0032829  -0.351537 0.203466 0.00106526  -0.151848 -0.331443 9.79947  -0.378413 -0.661025 9.24478  - - -  - - -  40.9576 45.2818 58.9308 56.8475 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.964203000  1038.05 0 20.0552  -  nan  -0.36213 0.206645 0.00303534  -0.351537 0.203466 0.00106526  -0.158749 -0.341481 9.78258  -0.378413 -0.661025 9.24478  - - -  - - -  40.8615 45.4458 58.9829 56.8285 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.965182000  1038.05 0 20.0552  -  -  - - -  - - -  - - -  - - -  - - -  - - -  40.8992 45.4506 59.0204 56.8711 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.966178000  1041.44 0 20.0552  -  nan  -0.362552 0.207301 0.00233972  -0.365918 0.21252 -0.00319579  -0.158144 -0.333123 9.79092  -0.138911 -0.0670605 10.0567  - - -  - - -  40.938 45.4801 59.0507 56.8984 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.967188000  1041.2 0 20.0552  -  nan  -0.364534 0.208478 0.00100824  -0.380299 0.217847 -0.00958738  -0.155662 -0.320569 9.8077  -0.0766406 0.0790356 10.3417  - - -  - - -  40.9795 45.5314 59.0737 56.9113 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.968234000  1040.64 0 20.0552  -  nan  -0.366294 0.209524 -0.000174605  -0.380299 0.217847 -0.00958738  -0.153255 -0.308397 9.82397  -0.0766406 0.0790356 10.3417  - - -  - - -  41.0368 45.581 59.0957 56.9155 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.969216000  1039.64 0 20.0552  -  nan  -0.366787 0.209026 -3.6192e-05  -0.370712 0.205063 0.00106526  -0.158216 -0.327527 9.81114  -0.316143 -0.936453 9.40285  - - -  - - -  41.1142 45.6469 59.1157 56.8926 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.970180000  1039.92 0 20.0552  -  nan  -0.367225 0.208584 8.67693e-05  -0.370712 0.205063 0.00106526  -0.163027 -0.346075 9.7987  -0.316143 -0.936453 9.40285  - - -  - - -  41.1827 45.7108 59.1361 56.8766 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.971175000  1039.29 0 20.0552  -  nan  -0.36369 0.206764 0.000255464  -0.335558 0.19228 0.0015979  -0.173818 -0.361358 9.7695  -0.517324 -0.847837 8.84002  - - -  - - -  41.2191 45.7841 59.1644 56.8717 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.972185000  1039.15 0 20.0552  -  nan  -0.360549 0.205147 0.000405327  -0.335558 0.19228 0.0015979  -0.184281 -0.376175 9.74119  -0.517324 -0.847837 8.84002  - - -  - - -  41.2578 45.8317 59.1885 56.8866 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.973196000  1039.15 0 20.0552  -  -  - - -  - - -  - - -  - - -  - - -  - - -  41.2797 45.8561 59.2199 56.9168 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.978050000  1038.75 0 20.0552  -  nan  -0.356404 0.203557 -0.000690667  -0.340885 0.197607 -0.00479369  -0.185582 -0.374011 9.74934  -0.205972 -0.340093 9.87706  - - -  - - -  41.3202 45.9818 59.2633 56.894 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.978169000  1038.75 0 20.0552  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.979190000  1042.49 0 20.0552  -  nan  -0.354671 0.202893 -0.00114871  -0.340885 0.197607 -0.00479369  -0.186203 -0.372978 9.75323  -0.205972 -0.340093 9.87706  - - -  - - -  41.3893 46.0275 59.3315 56.9537 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.980197000  1037.85 0 20.0552  -  nan  -0.351408 0.201173 -0.00102047  -0.325438 0.187487 0  -0.191912 -0.379636 9.74074  -0.373623 -0.59157 9.34297  - - -  - - -  41.4347 46.0841 59.3531 56.9631 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.981206000  1038.89 0 20.5369  -  nan  -0.348509 0.199645 -0.000906552  -0.325438 0.187487 0  -0.197447 -0.386091 9.72862  -0.373623 -0.59157 9.34297  - - -  - - -  41.4567 46.1085 59.3846 56.9933 - - - - 41.336 22.5806 2.452 45.8758 28.1525 4.787 59.5238 32.1603 3.06 57.0972 32.1603 3.528 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.982263000  1038.89 0 20.5369  -  -  - - -  - - -  - - -  - - -  - - -  - - -  41.4786 46.1329 59.4161 57.0235 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.983847000  1041.46 0 20.5369  -  nan  -0.346052 0.19805 -0.00116211  -0.326504 0.185356 -0.00319579  -0.197633 -0.382356 9.73307  -0.203577 -0.263452 9.87467  - - -  - - -  41.4748 46.0977 59.5144 57.133 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.984170000  1038.02 0 20.5369  -  nan  -0.345713 0.198 -0.000913458  -0.343015 0.197607 0.00106526  -0.194896 -0.378734 9.74891  -0.107776 -0.263452 10.2531  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.985216000  1037.44 0 20.5369  -  nan  -0.345412 0.197956 -0.000692563  -0.343015 0.197607 0.00106526  -0.192243 -0.375223 9.76426  -0.107776 -0.263452 10.2531  - - -  - - -  41.5592 46.2019 59.5609 57.1581 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.988044000  1037.44 0 20.5369  -  -  - - -  - - -  - - -  - - -  - - -  - - -  41.5681 46.207 59.6023 57.2109 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369102.992173000  1031.92 0 20.5369  -  nan  -0.341724 0.197324 0.000568526  -0.337156 0.196541 0.00213053  -0.204506 -0.39181 9.74851  -0.277822 -0.490979 9.65432  - - -  - - -  41.7281 46.4014 59.6881 57.2879 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1777369102.993231000  1040.87 0 20.5369  -  nan  -0.341214 0.197237 0.000742901  -0.337156 0.196541 0.00213053  -0.206739 -0.394831 9.74564  -0.277822 -0.490979 9.65432  - - -  - - -  41.7896 46.5845 59.7639 57.2523 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.994270000  1040.87 0 20.5369  -  -  - - -  - - -  - - -  - - -  - - -  - - -  41.8288 46.6304 59.7814 57.2788 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.996484000  1038.71 0 20.5369  -  nan  -0.340761 0.197159 0.000897809  -0.337156 0.196541 0.00213053  -0.208904 -0.397759 9.74286  -0.277822 -0.490979 9.65432  - - -  - - -  41.868 46.6782 59.8041 57.2971 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.998390000  1043.82 0 20.5369  -  nan  -0.339824 0.198517 0.00151111  -0.332363 0.209324 0.00639159  -0.201958 -0.409863 9.77226  0.0191602 -0.795146 10.7081  - - -  - - -  41.9403 46.7718 59.8125 57.285 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1777369102.999903000  1038.3 0 20.5369  -  nan  -0.338634 0.197762 0.000807271  -0.329167 0.191748 -0.00479369  -0.212585 -0.387531 9.74095  -0.550854 0.323328 8.74422  - - -  - - -  41.9623 46.7964 59.844 57.3151 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
